likes,views,engagement_pct,post_date,creator_handle,creator_name,followers,shop_video,video_url,caption
71,48100,0.15,2026-01-31,@tara_wedlock,Everyday With Tara,13500,YES,https://www.tiktok.com/@tara_wedlock/video/7601340702517103927,Replying to @TikTokMrsGlock score!!! 🤯🤯🤯 #PrimalQueen #BeefOrgans #FemaleHormones #WomensH
70,410,17.07,2026-08-17,@sassysarah_genx,Mamasarah🦋,20100,YES,https://www.tiktok.com/@sassysarah_genx/video/7675097533424618782,Primal queen calming craving and taming appetite #primalqueen #cravings #appetite #tiktoks
70,3018,2.32,2025-03-31,@monashealthylife1,monashealthylife,243,no,https://www.tiktok.com/@monashealthylife1/video/7488066296148495647,My periods used to be terrible until I started implementing beef organ capsules!!! Luckily
70,4439,1.58,2024-01-31,@pq.founder.shelby,PQ Shelby,1094,no,https://www.tiktok.com/@pq.founder.shelby/video/7330312892232813867,Replying to @Miranda Boostedbaby it helps so much 😌 love the fresh peppermint smell when I
69,9780,0.71,2025-05-06,@its.sarah.taylor,Sarah Taylor 🤎,18500,YES,https://www.tiktok.com/@its.sarah.taylor/video/7501358744245259562,@PrimalQueen forever subscribed - FOREVER.  The way they changed everything for me.  I wis
69,5885,1.17,2026-01-19,@jessrae1.0,Jess Rae,24600,YES,https://www.tiktok.com/@jessrae1.0/video/7597138552819813687,It wasn’t instant…it was consistency #primalqueen
69,3129,2.21,2025-06-26,@rebeccaunfiltered4u,REBECCA UNFILTERED™,132900,YES,https://www.tiktok.com/@rebeccaunfiltered4u/video/7520379746182630686,#primalqueen #healthylifestyle #fitnessmotivation #feelbetter #energy
69,613,11.26,2026-05-08,@sheriecewebbcampb,Sheriece,100800,YES,https://www.tiktok.com/@sheriecewebbcampb/video/7637616350155771149,#primalqueen #marrow #jointcare #tiktokshopspringglowup #tiktokshopcreatorpicks
69,10200,0.68,2025-06-25,@_ellejai,— Tish ❥,4903,YES,https://www.tiktok.com/@_ellejai/video/7519918297219861815,Excited to try these 🤗 I’ve heard great things 💊 #primalqueen #tiktokshop
69,12300,0.56,2025-08-12,@shelbaybay27,shelby. 🫶🏼,86400,YES,https://www.tiktok.com/@shelbaybay27/video/7537822394992430367,Sorry this is long winded but it’s my honest review after almost a month taking primal que
68,1051,6.47,2026-05-14,@thismamasonamission,Mama on a Mission,50300,YES,https://www.tiktok.com/@thismamasonamission/video/7639717189485858078,"I want to be able to hop, jump, play, and keep up with my kids for as long as possible 🥹💗 "
68,5356,1.27,2026-05-06,@imchellenicole,Chelle-Nicole,7528,YES,https://www.tiktok.com/@imchellenicole/video/7636628641174031630,I said what your body’s been trying to tell you 🥩 @Primal Queen #primalqueennewarrivals #p
68,743,9.15,2026-06-10,@redwagonbakery,Red Wagon Bakery,39500,no,https://www.tiktok.com/@redwagonbakery/video/7649748100747234574,"Primal queen did work in the beginning, but it isn't working so much anymore. I still do t"
68,10600,0.64,2024-03-11,@hisom0813,😍Heather Isom🤩,1210,no,https://www.tiktok.com/@hisom0813/video/7345172818805493035,Unboxing primal queen beef organs! #bettermood #energy #primalqueen #beeforgans #supplemen
68,11900,0.57,2024-10-25,@angie.swanner,Authentically Angie,3522,no,https://www.tiktok.com/@angie.swanner/video/7429790301742583082,"What organ supplements are my carnivore people taking? I’d like all input, but eager to he"
67,19100,0.35,2026-04-27,@dustibraschler,Dusti Lee,12100,YES,https://www.tiktok.com/@dustibraschler/video/7633458651633667358,I came across this marrow starter kit and had to try it for myself 👀✨ Definitely one of th
67,5732,1.17,2025-06-24,@therawandthewild,LO || 🧚🏽‍♀️,7367,YES,https://www.tiktok.com/@therawandthewild/video/7519301996193566007,"This has been a journey I’ve been trying to process/ fight for over 2 years now, so please"
67,571,11.73,2026-01-24,@hunterpelle,hunterpelle,47300,no,https://www.tiktok.com/@hunterpelle/video/7598734089742503223,6 week check in for primal queen! It’s raining outside sorry bout the sound 😅 @Primal Quee
67,3573,1.88,2025-06-25,@watchmegetripped,Carlylembo❤️‍🩹ILOST300pounds,70600,no,https://www.tiktok.com/@watchmegetripped/video/7519957354419457311,Want #glowingskin without actually eating #organmeat try these #primalqueen #bovinecollage
67,8660,0.77,2024-12-12,@melissaraemorherhood,melissaraemotherhood,4888,YES,https://www.tiktok.com/@melissaraemorherhood/video/7447327262447308074,"Hair growth, boost in energy and less anxious have been newest things ive noticed in the l"
67,2597,2.58,2024-11-16,@purelywellbeing,purelywellbeing,13900,no,https://www.tiktok.com/@purelywellbeing/video/7437672455499517226,Replying to @Abcdefg im so grateful #beeforgans #beefliver #anemic #anemia #wellness #well
66,2206,2.99,2026-07-18,@momlifeunplugged,🕷️𝕳𝖆𝖑𝖑𝖔𝕼𝖚𝖊𝖊𝖓🕷️,42500,YES,https://www.tiktok.com/@momlifeunplugged/video/7663915748351315231,"The vulnerability here is real…  I was overweight, exhausted, and tired of where I was. I "
66,6530,1.01,2026-07-15,@b_m.shopz,B+M ||| Shop,6865,YES,https://www.tiktok.com/@b_m.shopz/video/7662465810673257742,Apparently Primal Queen is running some summer sales for the ladies right now!  #primalque
66,5499,1.2,2026-05-31,@sophieabrams,sophieabrams,128400,YES,https://www.tiktok.com/@sophieabrams/video/7645895927340829966,Jar comes with queens  #primalqueen #bonemarrow #jointsupport #jointsupplements #tiktoksho
66,867,7.61,2026-06-22,@sassysarah_genx,Mamasarah🦋,20100,YES,https://www.tiktok.com/@sassysarah_genx/video/7654268482804124959,#primalqueen #tiktokshop #queen #creatorsearchinsights #fyp
66,1745,3.78,2026-07-29,@justynealger,Justyne 🤍🎀,2920,no,https://www.tiktok.com/@justynealger/video/7667759224495148301,"#stitch with @Primal Queen   Trying  ⁠Primal Queen for the first time 👑✨ Grass-fed, pastur"
65,4250,1.53,2025-04-15,@chikiss.crna,Chikiss.crna,4935,YES,https://www.tiktok.com/@chikiss.crna/video/7493576161130237227,"With just two capsules a day, Primal Queen offers a convenient way to support your health "
65,6856,0.95,2026-05-13,@imchellenicole,Chelle-Nicole,7528,YES,https://www.tiktok.com/@imchellenicole/video/7639501697068322062,The Primal Queen Goddess bundle has arrived! 👏🏽👑@Primal Queen #primalqueennewarrivals #pri
65,1392,4.67,2025-03-30,@grneyz_jess,GRNEYZ_Jess,10900,YES,https://www.tiktok.com/@grneyz_jess/video/7487426930451696942,Taking my Primal Queen pill on the go staying consistent on my journey #primalqueen #suppl
65,938,6.93,2026-08-23,@niche_notes,Leti,15400,shop-other,https://www.tiktok.com/@niche_notes/video/7677282661345414414,"@Primal Queen  Day 1: Lower Body (Glutes, Hips, and Thighs) * Warm-up: 5-10 minutes of lig"
65,5536,1.17,2025-03-04,@earthto.kam,✨kameron,102600,no,https://www.tiktok.com/@earthto.kam/video/7477995751994346795,Replying to @Samlabu exactly. #primalqueen #honestreview
65,1744,3.73,2026-06-17,@thismamasonamission,Mama on a Mission,50300,YES,https://www.tiktok.com/@thismamasonamission/video/7652350790782274847,You don’t have to accept feeling tired every day. That’s actually why I started paying att
65,608,10.69,2026-08-14,@inspirationalmarlamunoz8,🫶 That girl (Marla),11900,YES,https://www.tiktok.com/@inspirationalmarlamunoz8/video/7673672458037234958,"They give you a FREE glass jar to store your capsules, plus a cute pink travel pill holder"
65,11600,0.56,2024-11-04,@thetangledanchor,The Tangled Anchor,863,no,https://www.tiktok.com/@thetangledanchor/video/7433436609242090794,Primal Queen Reviews? #411 #deets #primalqueen #beeforgans #vitamins #womenshealth #perime
65,6424,1.01,2024-11-10,@melissaraemorherhood,melissaraemotherhood,4888,YES,https://www.tiktok.com/@melissaraemorherhood/video/7435795283218418987,Biggest changes have been being able to get up in the morning easier and a little increase
64,28100,0.23,2026-01-29,@highvibeintuition,✨Andrea✨,47900,YES,https://www.tiktok.com/@highvibeintuition/video/7600579073655475487,I hope you see this in time before they change it back!! 😩✨ **Pricing and offers may vary 
63,4504,1.4,2026-05-15,@drew.review1,Drew Review,162900,YES,https://www.tiktok.com/@drew.review1/video/7640220573062204686,Using the right type of iron is key to actually feeling its benefits!! #irondeficiencyanem
63,3540,1.78,2026-01-16,@zaras_locksfromlove,Zaras_LocksFromLove,62500,YES,https://www.tiktok.com/@zaras_locksfromlove/video/7596006322953276686,Why I use Primal Queen 👑 This supplement is designed for women 30s–50s+ whose bodies aren’
63,5450,1.16,2025-01-10,@purelywellbeing,purelywellbeing,13900,no,https://www.tiktok.com/@purelywellbeing/video/7458104533248527662,Who woulda known  #greenscreenvideo #greenscreen #beeforgans #beefliver #anemic #anemia #w
63,6757,0.93,2026-05-11,@nurselexa,Lexa,72700,YES,https://www.tiktok.com/@nurselexa/video/7638726884942957837,Ingesting highly nutrient dense foods could be the answer. This is not medical advice alwa
63,2402,2.62,2026-02-16,@cassidy.1998,Cassidy 🩷,14500,YES,https://www.tiktok.com/@cassidy.1998/video/7607559234477198606,Replying to @Wholesale  You can find a few of these supplements in my showcase!  Supplemen
62,77700,0.08,2025-09-28,@calikellydeals,Cali Kelly,9986,YES,https://www.tiktok.com/@calikellydeals/video/7555292342249458974,Primal Queen just dropped a 3 pack value bundle and it’s on FLASH SALE with FREE SHIPPING 
62,4878,1.27,2026-01-20,@plantspawsand3dprints,Ashley & Albus The Frenchie,10200,YES,https://www.tiktok.com/@plantspawsand3dprints/video/7597490378408824095,Update after taking Primal Queen for 30 days! Both the good aaannnnddddd the not so good! 
62,171,36.26,2026-07-09,@becoming.shauna,Shauna 🌀,2061,YES,https://www.tiktok.com/@becoming.shauna/video/7660584756005899551,Fvck perimenopause. Just fuel your body better!!  #primalqueen #thisis40 #perimenopausehea
62,686,9.04,2025-08-30,@lovelaughlive0160,Heather_K,10500,YES,https://www.tiktok.com/@lovelaughlive0160/video/7544388116027575582,Replying to @Robin l YayYay l LifeOver50 ✨ @Primal Queen ✨ Because every woman deserves to
62,789,7.86,2025-07-31,@_crystalslife_,🦋Crystal’s Life🦋,151900,no,https://www.tiktok.com/@_crystalslife_/video/7533309376745000206,#premenopause #celiac #protein #primalqueen #help @PrimalQueen
62,338,18.34,2025-09-02,@skeetermoon81,skeetermoon81,2465,no,https://www.tiktok.com/@skeetermoon81/video/7545350671436893471,I feel great! I look amazing! Life is Lifin babyyy! #primalqueen #cma #nightshift
61,1986,3.07,2025-05-08,@the_greyologist,The Greyologist,9443,YES,https://www.tiktok.com/@the_greyologist/video/7502132373572717854,This might be the most me-coded supplement I’ve ever seen. It’s called Primal Queen (I mea
61,693,8.8,2025-10-03,@barbergirlc,ChristieC❌,11400,YES,https://www.tiktok.com/@barbergirlc/video/7556784544792268062,This is the Only Heart I’m Entertaining! #mood #over40clubontiktok #primalqueen #women #fy
61,465,13.12,2026-06-02,@nightnursekasia,Kasia | Mama | RN 💜🩺,12400,no,https://www.tiktok.com/@nightnursekasia/video/7646596644053503245,One thing I’ve noticed lately? I’m not dragging myself into my night shifts anymore. I’ve 
61,5334,1.14,2026-04-26,@cleanbritchesllc,Destin✨| MOM+LIFE+FITNESS,108200,YES,https://www.tiktok.com/@cleanbritchesllc/video/7633206265195269406,“WALK OF SHAME”… after 35… hits different. My joints were needing relief. @PrimalQueen Mar
61,3851,1.58,2025-01-06,@melissaraemorherhood,melissaraemotherhood,4888,YES,https://www.tiktok.com/@melissaraemorherhood/video/7456682156484496682,Replying to @KJ the journey has been great so far let me know how your journey goes too!! 
60,4599,1.3,2025-08-17,@smittyyyyyyy1,paige💖,211900,YES,https://www.tiktok.com/@smittyyyyyyy1/video/7539350770819304734,I will keep taking this stuff for the near future because if it’s already helping this muc
60,581,10.33,2026-07-01,@kaela.or,kay 🎀🤍,2190,no,https://www.tiktok.com/@kaela.or/video/7657599750170021142,Primal Queen very kindly sent me their 30 day starter kit to try! You can get 25% off your
59,5281,1.12,2026-01-03,@thismamasonamission,Mama on a Mission,50300,YES,https://www.tiktok.com/@thismamasonamission/video/7591020669232549150,I am so excited that my @Primal Queen supplements finally arrived 👑✨ I’ve wanted to try th
59,6468,0.91,2026-08-06,@holisticwellness1111,holistic wellness for women,168300,YES,https://www.tiktok.com/@holisticwellness1111/video/7670743415222553870,#beeforgans
59,5312,1.11,2024-11-11,@sarahchapman_sahm,⭐️✨Sarah Elizabeth Chapman✨⭐️,10100,YES,https://www.tiktok.com/@sarahchapman_sahm/video/7436082574637665579,Your firl is goinf to share a little secret… #pcos #hashimotos #primalqueen #momlife #horm
58,1156,5.02,2025-09-17,@nickiikcin,Nicki,10200,YES,https://www.tiktok.com/@nickiikcin/video/7551040600297049358,Follow up to my @Primal Queen journey…. And it’s 100% a yes and can feel and see a differe
58,645,8.99,2025-08-04,@mirandatbrooks,Miranda | Mom Life | UGC,19000,no,https://www.tiktok.com/@mirandatbrooks/video/7534788022009679159,"Forever thankful to be a SAHM, and share part of my life with this little corner of the in"
58,737,7.87,2026-08-01,@trianathemom,Triana| SAHM 2🤍,2237,no,https://www.tiktok.com/@trianathemom/video/7668878579618303246,Ósea!?!  First gifted collaboration stay tuned for unboxing video✨🥹 Thank you:@shannon @Pr
58,5256,1.1,2024-03-11,@pq.founder.shelby,PQ Shelby,1094,no,https://www.tiktok.com/@pq.founder.shelby/video/7345197983945772330,Replying to @Kristi South great question! We only source the best for our queens 👑💖 Primal
57,6582,0.87,2026-06-28,@b_m.shopz,B+M ||| Shop,6865,YES,https://www.tiktok.com/@b_m.shopz/video/7656396499919686925,I’m returning…why? #tiktokshop #primalqueen
57,3312,1.72,2026-07-22,@amyjeanwilde,amy jean wilde,34400,shop-other,https://www.tiktok.com/@amyjeanwilde/video/7665365004656332045,Tik tok shop exclusive !  @PrimalQueen #primalqueen #creatine #fitnessjourney #goddessbund
57,1074,5.31,2026-04-17,@thismamasonamission,Mama on a Mission,50300,shop-other,https://www.tiktok.com/@thismamasonamission/video/7629732049074556191,Level up season is in full effect and these @Primal Queen Goddess Creatine Bites are helpi
57,13400,0.43,2026-07-20,@amandabridges90,Amanda-Leigh Collective,49700,YES,https://www.tiktok.com/@amandabridges90/video/7663952561778478367,"🚨 Don’t get scammed. Make sure you’re buying your Primal Queen from a trusted, reputable s"
57,167,34.13,2026-05-27,@pinkserenityco7,pinkserenityco7,8477,shop-other,https://www.tiktok.com/@pinkserenityco7/video/7644575867389136159,POV: your therapist/farm girl era needed backup 😅🐐💊 Not medical advice — definitely check 
57,5197,1.1,2024-11-14,@moonreikihealer,Tatiana The Sugar Mama,1413,no,https://www.tiktok.com/@moonreikihealer/video/7436934928824143147,"Month 3 Primal Queen questions ""are you constant?"" But look how good my skin looks 😂 # #co"
56,1632,3.43,2026-08-06,@nightshadeprofiles,Mollie | TTS 💄| UGC 💖 |,2987,YES,https://www.tiktok.com/@nightshadeprofiles/video/7670988669125184781,Seriously a game changer! @Primal Queen #primalqueen #beeforgans #primalqueensupplements #
56,744,7.53,2026-08-11,@stacywellnessnp,Stacy | Mom Life & Finds 🌸,6755,shop-other,https://www.tiktok.com/@stacywellnessnp/video/7672924315259571486,Unbox the Primal Queen Goddess Creatine Bites with me 👀💪 I’ve been seeing creatine for wom
56,7054,0.79,2024-09-18,@moonreikihealer,Tatiana The Sugar Mama,1413,no,https://www.tiktok.com/@moonreikihealer/video/7415839712880938282,#primalqueen #beeforgans #update @Primal Queen @Primalqueenusa
55,13800,0.4,2025-02-19,@goodnesshavens,Goodness Havens,20800,YES,https://www.tiktok.com/@goodnesshavens/video/7472918164024626474,I tested my blood both before and after taking this. So I'm convinced… by actual proof! #c
55,2684,2.05,2026-05-11,@thousandhillsaussies,thousandhillsaussies,48200,YES,https://www.tiktok.com/@thousandhillsaussies/video/7638660246122122527,The ONLY supplement that I’ve found to consistently help my menopause symptoms. You don’t 
55,319,17.24,2026-01-22,@photokiller88,KJ❌💜UGC,8865,YES,https://www.tiktok.com/@photokiller88/video/7598179264692849951,#PrimalQueen #FemaleBeefOrgans #tiktokshop #AncestralNutrients #FemaleHealth @Primal Queen
54,50300,0.11,2025-08-22,@megan_gremillion,Megan Gremillion,16400,YES,https://www.tiktok.com/@megan_gremillion/video/7541411682095074574,Save big on nutrient dense superfood supplements. #primalqueen #superfood #womenssupplemen
54,3095,1.74,2025-09-28,@heartfullyemily,Emily 🫶🏻,10600,YES,https://www.tiktok.com/@heartfullyemily/video/7555215317455179021,I’ve been taking Primal Queen beef superfood supplement consistently for over 3 months and
54,1527,3.54,2026-02-02,@mrsphil_lips,MrsPhillips,27300,YES,https://www.tiktok.com/@mrsphil_lips/video/7602072899272396045,"Hot flashes, brain fog, insomnia…. Yeh I found something! We gotta see how it works though"
54,3615,1.49,2025-12-15,@jinarkoster,Jina ♥️✨,14100,YES,https://www.tiktok.com/@jinarkoster/video/7584118527670504717,Primal queen looks out for us queens #primalqueen #supplements #tiktokshopholidayhaul #hol
54,5988,0.9,2026-01-06,@morgan_ttsfinds,FindsbymorganRN🌀,6830,YES,https://www.tiktok.com/@morgan_ttsfinds/video/7592095055154810167,One year of taking @Primal Queen #primalqueen #supplements #holistichealth #tiktokshopcrea
54,5489,0.98,2026-08-17,@primal_queen,Primal Queen,43200,no,https://www.tiktok.com/@primal_queen/video/7675035979073342750,Warning: You need Primal Queen!! #PrimalQueen #Beeforgans #Nutrition
54,6963,0.78,2026-08-18,@primal_queen,Primal Queen,43200,no,https://www.tiktok.com/@primal_queen/video/7675367513173134622,Every woman on a GLP-1 needs to hear this... #PrimalQueen #BeefOrgans #GLP-1  primalqueen.
54,7844,0.69,2024-09-08,@the_keto_dealer,The Keto Dealer 🖤,86800,no,https://www.tiktok.com/@the_keto_dealer/video/7412112341783022894,"🦥 ➡️🚀 My life before & after Primal Queen  Before starting Primal Queen, I literally felt "
53,22300,0.24,2026-06-13,@chantizzy13,flashsaleheadsup,7079,YES,https://www.tiktok.com/@chantizzy13/video/7650875232592383246,Primal Queen Ultimate Goddess #primalqueen #dealsforyoudays #tiktokshopcreatorpicks
53,11000,0.48,2025-03-21,@brianne_costa143,MommaBriC,23200,no,https://www.tiktok.com/@brianne_costa143/video/7484264509574663470,@Primal Queen so happy I found you 💕 #spotlightfinds #tiktokshoploveatfistfind #tiktokshop
53,6862,0.77,2025-12-24,@morgan_ttsfinds,FindsbymorganRN🌀,6830,YES,https://www.tiktok.com/@morgan_ttsfinds/video/7587285739537222967,I wish I would’ve started these sooner @Primal Queen #primalqueen #supplementsthatwork #wo
53,1183,4.48,2025-04-02,@nutrition.coach.kort,Kort❤️‍🔥,12700,YES,https://www.tiktok.com/@nutrition.coach.kort/video/7488799846162287902,It takes a lot for me to say I’m obsessed with something but Primal Queen has done amazing
53,48800,0.11,2026-01-09,@lis_daily_,Lisdaily,38100,YES,https://www.tiktok.com/@lis_daily_/video/7593370645124173087,#tiktokshopfinds #newyear #health #sahm #postpartum
53,967,5.48,2026-05-01,@hailey.toepelt2,Hailey Jo,1189,no,https://www.tiktok.com/@hailey.toepelt2/video/7634754032401141023,It’s an all day process. I’m still loving my primal queen supplements. If you’re wanting t
52,2268,2.29,2026-07-01,@becomingbeautyover40,becomingbeautyover40,2526,shop-other,https://www.tiktok.com/@becomingbeautyover40/video/7657567771403767070,"My confidence really looked at Smith Rock and said, “Yeah… we’ll figure it out.” That assu"
52,19900,0.26,2025-05-01,@bougie_britt,𝐵𝓇𝒾𝓉𝓉𝒶𝓃𝓎 🤍,6740,YES,https://www.tiktok.com/@bougie_britt/video/7499489694229679406,I just got an alert from Primal Queen 🚨🥩 There are fake products being sold by unauthorize
52,12200,0.43,2025-08-07,@thedoctorincowgirlboots,TheDoctorInCowgirlBoots,10800,YES,https://www.tiktok.com/@thedoctorincowgirlboots/video/7535941369949408543,Want to try beef organ supplements without the big price tag? 👀 You can grab Primal Queen 
52,396,13.13,2026-01-01,@unicorngigglezz,Kasha,2780,no,https://www.tiktok.com/@unicorngigglezz/video/7590177787605044493,Always gotta start my workouts with @Primal Queen Goddess Bites (linked below or in my sho
52,29000,0.18,2026-05-14,@christy.asmr,christy.asmr,11200,YES,https://www.tiktok.com/@christy.asmr/video/7639893687903735070,crazy DEALS today #tiktokshopcreatorpicks #summervibes #tiktokshopmemorialday
52,4852,1.07,2024-02-21,@pq.founder.shelby,PQ Shelby,1094,no,https://www.tiktok.com/@pq.founder.shelby/video/7338185655488597294,Replying to @T.J. Lol same 😂 i cant  even. This is one of the biggest reasons we made Prim
52,5100,1.02,2024-12-04,@shopwithcattt,Catherina,4793,YES,https://www.tiktok.com/@shopwithcattt/video/7444696915381341486,Beef organ supplement benefits for women. Try out this natural superfood that can help inc
52,2655,1.96,2024-12-31,@purelywellbeing,purelywellbeing,13900,no,https://www.tiktok.com/@purelywellbeing/video/7454724081204661546,It’s pretty amazing ngl #greenscreenvideo #greenscreen #beeforgans #beefliver #anemic #ane
51,205,24.88,2026-08-05,@aunt.chelseas.cre,Aunt Chelsea‘s Creations,2273,no,https://www.tiktok.com/@aunt.chelseas.cre/video/7670695221386169630,"🤎✨ Unboxing Primal Queen Marrow! ✨🤎 Another package has arrived, and I couldn't wait to op"
51,3160,1.61,2025-04-11,@jess.patterson_,jesss,3236,YES,https://www.tiktok.com/@jess.patterson_/video/7491888185253858602,I can’t recommend Primal Queen enough! PRIMAL QUEEN LINK IN BIO 🔗 #creatorsearchinsights #
51,7061,0.72,2026-01-13,@johnelle.0814,Johnelle💜,7406,YES,https://www.tiktok.com/@johnelle.0814/video/7594680327872744717,I do many things but this supplement has been a huge part of it ❤️ Invest in yourself and 
51,12900,0.4,2026-08-04,@dhampandas,Dhampandas,1187,YES,https://www.tiktok.com/@dhampandas/video/7670325281462291725,"PQ7 is a blend of 7 powerful, science-backed nutrients designed to help support healthy bl"
51,868,5.88,2025-02-10,@smashley_in_okc,🎀 Smashley_in_OKC 🎀,14700,YES,https://www.tiktok.com/@smashley_in_okc/video/7469844282938281262,"My friend said it helps with her night sweats, moodiness, shark week issues, growing her h"
51,722,7.06,2025-06-16,@brooklynnmariemcclusky,Brooklynn Marie,5949,YES,https://www.tiktok.com/@brooklynnmariemcclusky/video/7516363918852525358,I feel more rested and I have better energy thanks to @PrimalQueen  #primalqueen #primalqu
51,3042,1.68,2026-02-03,@rhythmandcoils,Rhythm,505100,YES,https://www.tiktok.com/@rhythmandcoils/video/7602730392159833375,Okay Primal Queens drop the tea please! Don’t get scammed use my link ladies 🙌🏽💞 #suppleme
51,405,12.59,2024-11-19,@brittanylynnmudd,BrittanyLynnMudd,3003,no,https://www.tiktok.com/@brittanylynnmudd/video/7438792182007467310,"Post workout incline walk,added 10 extra minutes tonight #laddertrainingapp @Primal Queen "
50,862,5.8,2026-06-10,@thismamasonamission,Mama on a Mission,50300,YES,https://www.tiktok.com/@thismamasonamission/video/7649905451059989791,I don’t say this lightly… I genuinely don’t want anyone to miss this one. 👏🏼 I’ve tried a 
50,10100,0.5,2026-07-24,@cleanbritchesllc,Destin✨| MOM+LIFE+FITNESS,108200,YES,https://www.tiktok.com/@cleanbritchesllc/video/7666223147607215390,"Real. Raw. Truth. Sometimes, it’s just better that way. 💜 #momhealth #womenhealth #beeforg"
50,19200,0.26,2025-10-28,@highvibeintuition,✨Andrea✨,47900,YES,https://www.tiktok.com/@highvibeintuition/video/7566362185207680286,Do not fall for everything you see here on TikTok!! 😭 Some pages use similar images and it
50,5061,0.99,2025-03-18,@purelywellbeing,purelywellbeing,13900,no,https://www.tiktok.com/@purelywellbeing/video/7483296246816558382,Her before is crazy like what 😭 #beeforgans #undereyebags #darkcircles #anemia #wellness #
50,18000,0.28,2025-10-04,@itsbetterhealth,itsbetterhealth,14100,no,https://www.tiktok.com/@itsbetterhealth/video/7557458553087331614,This works so well you need to get it asap!! #fyp #tiktokshopsale #metabolismbooster #prim
50,1048,4.77,2025-07-16,@tiff_tok20,Tiffani,18400,YES,https://www.tiktok.com/@tiff_tok20/video/7527773011991104799,#primalqueen #energy
50,224,22.32,2025-07-23,@ginnyevans2024,Gin-N-Juice,9552,no,https://www.tiktok.com/@ginnyevans2024/video/7530421400323001631,Starting my Primal Queen Journey… #primalqueen #primalqueenera #journey
50,1498,3.34,2024-11-07,@crunchyhorsechick,Heather Windom,3426,no,https://www.tiktok.com/@crunchyhorsechick/video/7434632015569423662,Prinal Queen EVERY DAY!🙌🏻😘 Check out the link in my bio and use code ORGANS for 25% off!!💜
50,3181,1.57,2024-10-24,@melrein82,Maggie Sue & Golden Doodle,15900,YES,https://www.tiktok.com/@melrein82/video/7429378346770877739,#primalqueen #carnivore #carnivoreish #carnivorelife #keto
49,135,36.3,2026-08-05,@aunt.chelseas.cre,Aunt Chelsea‘s Creations,2273,no,https://www.tiktok.com/@aunt.chelseas.cre/video/7670651608828497183,My very first Primal Queen Original Beef Organ unboxing! ✨ I've been so curious about beef
49,262,18.7,2026-03-05,@photokiller88,KJ❌💜UGC,8865,YES,https://www.tiktok.com/@photokiller88/video/7613870118367513886,#PrimalQueen #FemaleBeefOrgans #tiktokshop #AncestralNutrition #Nourish @Primal Queen
49,2951,1.66,2025-02-05,@itshimmyhendrix,Himmy Hendrix Finds,99600,YES,https://www.tiktok.com/@itshimmyhendrix/video/7467955430170299691,Talk about culture shock #primalqueen #supplementsthatwork #supplementsforwomen #pmdd #pmd
49,307,15.96,2026-08-07,@herbecominera,Casey | HerBecominEra,9339,no,https://www.tiktok.com/@herbecominera/video/7671346888175619350,Still can’t believe this landed on my doorstep! 😍✨ A huge thank you to @Primal Queen azing
49,10900,0.45,2025-02-17,@kaylarenhome,KaylaRen | Home Pro,15800,YES,https://www.tiktok.com/@kaylarenhome/video/7472391642700336415,The longer you take @Primal Queen the more benefits you will see! #primalqueen #supplement
49,4311,1.14,2026-07-03,@imchellenicole,Chelle-Nicole,7528,YES,https://www.tiktok.com/@imchellenicole/video/7658111144770456846,Can you name this nutrient dense organ?🐮 @Primal Queen #primalqueen #primalqueensupplement
49,11300,0.43,2025-02-28,@best_holistic_practices,Best_holistic_Practices,62,no,https://www.tiktok.com/@best_holistic_practices/video/7476485959173836074,primal Queen available on Amazon Check it out and thank me later  #primal #wellness #prote
48,6476,0.74,2025-12-29,@morgan_ttsfinds,FindsbymorganRN🌀,6830,YES,https://www.tiktok.com/@morgan_ttsfinds/video/7588725615663107383,I wish I knew about these sooner @Primal Queen #primalqueen #supplementsthatwork #womenshe
48,1489,3.22,2025-09-20,@niyahsfinds,Niyah,1702,YES,https://www.tiktok.com/@niyahsfinds/video/7552153142100495671,Replying to @Megan Chandler #primalqueensupplements #hairloss #hormonesupport #birthcontro
48,764,6.28,2025-05-13,@joyfuljourneymama,Sara | WFHM 💙🏁,10200,YES,https://www.tiktok.com/@joyfuljourneymama/video/7503922105151524142,Reviews say it all ! I’ll keep you updated on my Journey 🩵 #primal #primalqueen #beeforgan
48,5030,0.95,2025-07-18,@littlemissfitbrit,Littlemissfitbrit,157400,no,https://www.tiktok.com/@littlemissfitbrit/video/7528513953677233422,"Five months in with taking primal queen before organs and honestly, remember,  I don’t see"
48,381,12.6,2026-01-11,@natalielawson731,NaTalie,501,no,https://www.tiktok.com/@natalielawson731/video/7594207565689408782,https://primalqueen.com/pages/go?fbclid=IwdGRjcAPQ6s9jbGNrA9DqyWV4dG4DYWVtAjExAHNydGMGYXBw
47,6364,0.74,2025-07-29,@caitlinrnyglp,꧁🖤𝓒𝓪𝓲𝓽𝓵𝓲𝓷🖤꧂,5473,no,https://www.tiktok.com/@caitlinrnyglp/video/7532544290032012575,🚨A quick #PSA about @PrimalQueen #supplements! Please consult your physician before starti
47,252,18.65,2025-12-11,@cheriflyzik,Cheri Flyzik,1098,no,https://www.tiktok.com/@cheriflyzik/video/7582610801844817182,#primalqueenera #beeforgansupplements  #primalqueensupplements #energyboost #haveablessedd
