likes,views,engagement_pct,post_date,creator_handle,creator_name,followers,shop_video,video_url,caption
106900,1700000,6.29,2024-10-11,@purelywellbeing,purelywellbeing,13900,no,https://www.tiktok.com/@purelywellbeing/video/7424308345445715246,Thanks to this amazing woman im finally starting to feel better #greenscreen #greenscreenv
43200,2500000,1.73,2025-07-22,@faithkilla0116,Tiffany Faith,1400000,YES,https://www.tiktok.com/@faithkilla0116/video/7529938302665854221,#ttslevelup #tiktokshopcreatorpicks #dealsforyoudays #primalqueen #supplement
40100,529600,7.57,2026-04-07,@rabeyakhat,RabeyaKhatun,1900000,no,https://www.tiktok.com/@rabeyakhat/video/7626095453376924942,#primalqueen #kikcoin
14100,3800000,0.37,2025-06-01,@cleanbritchesllc,Destin✨| MOM+LIFE+FITNESS,108200,YES,https://www.tiktok.com/@cleanbritchesllc/video/7511050671185988895,Should have came with a WARNING! #supplements #energy #sex #mood #weightloss #primalqueen 
13800,930600,1.48,2025-02-17,@earthto.kam,✨kameron,102600,YES,https://www.tiktok.com/@earthto.kam/video/7472391615173184811,will update yall next week 😭 #honestreview #selfcare
9826,3300000,0.3,2025-01-23,@linzbuzzard,Lindsay | WFH Mom,37900,YES,https://www.tiktok.com/@linzbuzzard/video/7463223910578916654,@Primal Queen I love you forever 🫶🏼 best supplement for women made by women ⚡️ #primalquee
8566,1200000,0.71,2025-06-26,@anavaleria80,Ana Valeria Vela,167900,YES,https://www.tiktok.com/@anavaleria80/video/7520357349584801055,Me estoy arriesgando al subir esto pero necesito que las mujeres vean este producto. Vayan
5367,350900,1.53,2024-03-22,@pq.founder.shelby,PQ Shelby,1094,no,https://www.tiktok.com/@pq.founder.shelby/video/7349277263839415595,What to expect from taking Primal Queen after 1 month of use ☺️ stay tuned for part 3!  #p
5312,918000,0.58,2024-12-03,@drchrispharmd,DrChrisPharmD,353500,YES,https://www.tiktok.com/@drchrispharmd/video/7443968525431082271,"Replying to @the_naturalist meat organs are a great source of iron, vitamin A, and folate."
5292,103700,5.1,2024-10-12,@purelywellbeing,purelywellbeing,13900,no,https://www.tiktok.com/@purelywellbeing/video/7424974076248313134,Im so glad i came across this  #greenscreenvideo #greenscreen #irondeficiency #anemia #ane
4593,351500,1.31,2026-05-18,@drew.review1,Drew Review,162900,YES,https://www.tiktok.com/@drew.review1/video/7641050525349219598,Scientifically backed natural alternatives for alleviating joint pain! #kneepain #painreli
4393,157500,2.79,2024-11-11,@purelywellbeing,purelywellbeing,13900,no,https://www.tiktok.com/@purelywellbeing/video/7435836805443931438,Replying to @myskinchronicles  Yeah thankfully it wasnt JUST my iron levels.. my life has 
3943,76100,5.18,2026-07-29,@low.iron.living,Low Iron Living,103100,no,https://www.tiktok.com/@low.iron.living/video/7667786739208949022,"If you're dealing with low iron, these are the 3 supplements that have made the biggest di"
3796,1200000,0.32,2025-12-04,@raeliishae,RaeliiShae,31200,shop-other,https://www.tiktok.com/@raeliishae/video/7580124223855774990,Creatine gummy’s that taste so good! Like a pink ⭐️ burst!! 🩷  ##BBL##creatine##primalquee
3781,31000,12.2,2026-02-17,@kadiem84,Kadijah✨,9839,YES,https://www.tiktok.com/@kadiem84/video/7607860303069596942,"I don’t stick to things that don’t work for me 🤷‍♀️ If it’s in my routine, it earned its s"
3670,91200,4.02,2025-02-26,@hiamandabutler,Amanda Butler,112200,no,https://www.tiktok.com/@hiamandabutler/video/7475545790308715822,"Supplements I take for fatigue and low energy. For my cancer baddies, hormone dysregulated"
3652,142700,2.56,2026-01-29,@the_health_plug,Cory Webster,47100,no,https://www.tiktok.com/@the_health_plug/video/7600926269739453709,Things that worked for me this cycle that I did differently. Trying to conceive.  ##ttc##p
3522,448900,0.78,2026-05-13,@prettypickedd,Adrienne ✨🛒,288800,shop-other,https://www.tiktok.com/@prettypickedd/video/7639364689998269710,The only way to see progress has been these #tiktokshopcreatorpicks #tiktokshopstockup #ti
3461,59600,5.81,2026-03-25,@low.iron.living,Low Iron Living,103100,no,https://www.tiktok.com/@low.iron.living/video/7621216953335663903,Comment ‘supplement routine’ and I’ll send over a link for 25% off any Mary Ruth supplemen
3397,59100,5.75,2024-12-06,@purelywellbeing,purelywellbeing,13900,no,https://www.tiktok.com/@purelywellbeing/video/7445433419464527150,My mom and sister take them too #greenscreenvideo #greenscreen #beeforgans #beefliver #ane
3311,312600,1.06,2026-02-12,@thedoctorincowgirlboots,TheDoctorInCowgirlBoots,10800,YES,https://www.tiktok.com/@thedoctorincowgirlboots/video/7605817785544887583,DON’T EAT THESE 🤭 #PrimalQueen #womenssupplements #beeforgans #motherhood #momlife
2632,168000,1.57,2026-05-12,@faithkilla0116,Tiffany Faith,1400000,YES,https://www.tiktok.com/@faithkilla0116/video/7639007803935411469,#primalqueen #health #selfcare @Primal Queen
2613,211300,1.24,2026-05-13,@cleanbritchesllc,Destin✨| MOM+LIFE+FITNESS,108200,YES,https://www.tiktok.com/@cleanbritchesllc/video/7639183217135717662,"Finally feeling like myself again, and it’s so nice to feel this way. HELLO OLD SELF! Than"
2604,658300,0.4,2025-10-03,@highvibeintuition,✨Andrea✨,47900,YES,https://www.tiktok.com/@highvibeintuition/video/7557134879612308766,I would make sure you’re aware of this ASAP!! 👀 #primalqueen #primalqueensupplements #beef
2496,948600,0.26,2024-11-07,@melrein82,Maggie Sue & Golden Doodle,15900,YES,https://www.tiktok.com/@melrein82/video/7434652459164847403,Unlock your health with Primal Queen Beef Supplement! Packed with essential nutrients this
2448,330900,0.74,2026-05-13,@drew.review1,Drew Review,162900,YES,https://www.tiktok.com/@drew.review1/video/7639178757399465229,Let’s discuss which supplements are great supportive aids for joint health! #painrelief #j
2194,83600,2.62,2025-02-24,@earthto.kam,✨kameron,102600,no,https://www.tiktok.com/@earthto.kam/video/7475029657809620270,Replying to @￶ WEEK 2 UPDATE ✨ #primalqueen #honestreview #pmdd #pcos #balancedhormones
2188,760700,0.29,2024-12-18,@linzbuzzard,Lindsay | WFH Mom,37900,YES,https://www.tiktok.com/@linzbuzzard/video/7449577457470147886,The Best Supplement for women is @Primal Queen and they are cheaper here! This is the supp
1873,259700,0.72,2026-05-20,@drew.review1,Drew Review,162900,YES,https://www.tiktok.com/@drew.review1/video/7641762432079105310,"Replying to @Randi this primal queen marrow supplement is phenomenal, I’m really impressed"
1872,313100,0.6,2025-10-10,@kelly.rebelwhitecoat,PharmD.RebelWhiteCoat,119600,YES,https://www.tiktok.com/@kelly.rebelwhitecoat/video/7559633513775975710,"As a pharmacist, I love seeing real data behind women’s wellness products and this one act"
1645,53300,3.09,2026-05-06,@faithkilla0116,Tiffany Faith,1400000,YES,https://www.tiktok.com/@faithkilla0116/video/7636757009424977166,"Primal queen really is life-changing, but as always do your research first and you’ll see "
1602,92400,1.73,2024-06-10,@avocandreatoast,andrea,15100,no,https://www.tiktok.com/@avocandreatoast/video/7378677453092441375,wait til you hear me read the ingredient list 😂 stay tuned for this beef organ journey to 
1581,300300,0.53,2026-07-20,@cleanbritchesllc,Destin✨| MOM+LIFE+FITNESS,108200,YES,https://www.tiktok.com/@cleanbritchesllc/video/7664714217043397918,Now what will you do? Don’t do it! 👏#womenshealth #dailynutrition #health #beeforgans #pri
1530,75700,2.02,2025-07-30,@kendallsmith.904,KENDALLSMITH.904,1700000,YES,https://www.tiktok.com/@kendallsmith.904/video/7532890923575905549,My daily supplements 🫶🏼 #supplements #health #supplement #primalqueen #fyp
1469,82600,1.78,2024-10-10,@purelywellbeing,purelywellbeing,13900,no,https://www.tiktok.com/@purelywellbeing/video/7424108626517757226,Hope this helps someone else too 💗 #irondeficiency #anemia #anemic #primalqueen #beeforgan
1444,59300,2.44,2025-03-10,@lavalea.rich,2kidsandamulletlater,311500,no,https://www.tiktok.com/@lavalea.rich/video/7480215376572337450,@Primal Queen 1000000x thank you💕 #2kidsandamulletlater #beeforgan #beeforgansupplements #
1382,122900,1.12,2026-05-09,@drew.review,Drew Reviews,189500,YES,https://www.tiktok.com/@drew.review/video/7637701167128120590,Which supplements are particularly suited for joint health! #painrelief #jointpain #kneepa
1380,78400,1.76,2026-03-12,@low.iron.living,Low Iron Living,103100,YES,https://www.tiktok.com/@low.iron.living/video/7616515507256134942,I get all the questions about what I’m taking and well this is it!  The only thing that ha
1353,172200,0.79,2025-04-10,@hustlin.momma,Katie,5172,YES,https://www.tiktok.com/@hustlin.momma/video/7491754878163799342,"I know y’all get tired of product pushing but let me tell you, I bought primal queen with "
1334,53500,2.49,2026-02-28,@low.iron.living,Low Iron Living,103100,no,https://www.tiktok.com/@low.iron.living/video/7611741209630870814,Recovery is not linear and it’s been such an important lesson for me during my low iron jo
1283,27300,4.7,2025-12-17,@grassfedsoaps,Grass Fed Soaps,39200,no,https://www.tiktok.com/@grassfedsoaps/video/7584871707257736479,"When I formulated our conditioner, I wanted that silky, salon-level feel — without relying"
1202,49200,2.44,2025-03-19,@stephanie_lee56,Stephanie_lee56🖤,726000,no,https://www.tiktok.com/@stephanie_lee56/video/7483476993225362731,When I tell you they taste like watermelon sour patch I ain’t lying lol 😂 when yall she me
1094,11400,9.6,2026-04-10,@devaryne_hewett,Devaryne Hewett,658700,shop-other,https://www.tiktok.com/@devaryne_hewett/video/7627263763967642911,#fypシ #productreview #creatine #primalqueen #selfcare
1075,179600,0.6,2024-11-27,@drchrispharmd,DrChrisPharmD,353500,YES,https://www.tiktok.com/@drchrispharmd/video/7442085590318828843,"Replying to @theholisticlives Beef organs, like liver and heart, are some of the most powe"
1070,153600,0.7,2025-10-16,@naturallivingwithtanya,NaturalLivingWithTanya,5736,YES,https://www.tiktok.com/@naturallivingwithtanya/video/7561934098449698061,Primal Queen Honest Review #primalqueen #beeforgans #honestreview #tiktokshopfinds @Primal
1047,72000,1.45,2025-02-25,@earthto.kam,✨kameron,102600,no,https://www.tiktok.com/@earthto.kam/video/7475166003245092138,Replying to @Icarus why primal queen is giving me the ick… #honestreview #thetea #tiktoksh
976,41900,2.33,2025-02-14,@abs_knaps,Abs_Knaps,990,no,https://www.tiktok.com/@abs_knaps/video/7471104838441651502,The algorithm got me 😅  I’m tracking my journey and honest feedback for @Primalqueenusa  #
943,126400,0.75,2026-05-18,@drew.review,Drew Reviews,189500,YES,https://www.tiktok.com/@drew.review/video/7641088672154127629,Which natural nutrients encourage healthy joints and repair! #kneepain #holistichealth #wo
868,10500,8.27,2025-05-21,@tetonfam,Zephyr T shop,6167,no,https://www.tiktok.com/@tetonfam/video/7506682839354592542,"Now that I’m three months in, I can really feel my mood shifting for the better, and the e"
831,36200,2.3,2025-02-03,@untamedmomma,Untamed_Momma,100600,YES,https://www.tiktok.com/@untamedmomma/video/7467315335809535263,Primal Queen! #natural #hormonebalance #vitamins #supplements #women #healthy @Primal Quee
820,89300,0.92,2026-05-18,@millennialeve,Eve’s PCOS journey 💋,49300,YES,https://www.tiktok.com/@millennialeve/video/7641259044598025485,Don’t wait until you can’t even move! #bonemarrow #collagen #womenshealth #arthritis
809,5757,14.05,2025-05-23,@b.llanes,Beth ♥️,3931,YES,https://www.tiktok.com/@b.llanes/video/7507700980289654062,This has been a game changer for me ladies!! No BS over here. It actually works👏🏼🙌🏼🔥 #prim
758,24900,3.04,2025-01-10,@purelywellbeing,purelywellbeing,13900,no,https://www.tiktok.com/@purelywellbeing/video/7458390842173312302,Replying to @Melis😊 it’s literally god sent  #beeforgans #beefliver #anemic #anemia #welln
755,80000,0.94,2026-05-11,@cleanbritchesllc,Destin✨| MOM+LIFE+FITNESS,108200,YES,https://www.tiktok.com/@cleanbritchesllc/video/7638787928222698783,I bet you didn’t know this… now you do. Short term < longevity. @PrimalQueen LONGEVITY win
754,88100,0.86,2026-06-02,@prettypickedd,Adrienne ✨🛒,288800,shop-other,https://www.tiktok.com/@prettypickedd/video/7646773607753944334,"As an ex bodybuilder, this is something that everybody should take ##tiktokshopcreatorpick"
751,87500,0.86,2025-08-27,@strongmama10,strongmama10 📲,5687,YES,https://www.tiktok.com/@strongmama10/video/7543280134938316046,Replying to @orlandomom📲 Primal queen #primalqueen #tiktokshopcreatorpicks
746,197000,0.38,2026-03-15,@tariasalmons,Taria Salmons 🥇,13600,YES,https://www.tiktok.com/@tariasalmons/video/7617630611741641998,
722,8448,8.55,2025-04-25,@princesstianaofchrist,👑Tiana🎮,4,no,https://www.tiktok.com/@princesstianaofchrist/video/7497110088558054687,GIVE PRIMAL QUEEN A TRY!! LINK IN BIO!!! I'm on my 2 week from this video and I have seen 
707,7644,9.25,2025-06-03,@sincerelystepha,SincerelySteph,1491,no,https://www.tiktok.com/@sincerelystepha/video/7511859744726879531,The Honest truth about @PrimalQueen 👀  #primalqueenjourney #primalqueenreviews #primalquee
695,4536,15.32,2025-06-05,@ash_williams2022,A W 🌙,5605,no,https://www.tiktok.com/@ash_williams2022/video/7512582924215127326,So far so good ! Energy level is coming back ! #fyp #partnership @Primalqueenusa @PrimalQu
691,32800,2.11,2025-01-31,@linzbuzzard,Lindsay | WFH Mom,37900,YES,https://www.tiktok.com/@linzbuzzard/video/7465877374534438186,Replying to @Alaina Jack are you taking your supplements wrong?! I was for SO long. Making
684,19300,3.54,2025-03-02,@abs_knaps,Abs_Knaps,990,no,https://www.tiktok.com/@abs_knaps/video/7477306809963908394,Replying to @KittyNyx  two weeks in! Here are my thoughts #primalqueen #honestreview #well
666,65900,1.01,2024-10-30,@purelywellbeing,purelywellbeing,13900,no,https://www.tiktok.com/@purelywellbeing/video/7431373125914299690,I love her vids  #greenscreen #greenscreenvideo #beeforgans #primalqueen #beefliver #anemi
646,195600,0.33,2025-11-18,@jessrae1.0,Jess Rae,24600,YES,https://www.tiktok.com/@jessrae1.0/video/7574051350762245389,"There are so many fakes out there, be careful! #PrimalQueen #tiktokshopblackfriday #tiktok"
645,53600,1.2,2024-03-21,@pq.founder.shelby,PQ Shelby,1094,no,https://www.tiktok.com/@pq.founder.shelby/video/7348917650782817579,Wondering what to expect from taking Primal Queen? Watch this!  Im going to break it down 
614,3175,19.34,2026-06-22,@livinglifewithmichelle,Real Life with Michelle,1744,YES,https://www.tiktok.com/@livinglifewithmichelle/video/7654016628576832782,Primal Queen helped me get through perimenopause and menopause symptoms! Try for 30 days! 
603,98500,0.61,2025-07-03,@rebecks17,Rebecca ⚡️,21100,YES,https://www.tiktok.com/@rebecks17/video/7522831508004982046,Replying to @rebecks117  1 month taking @PrimalQueen  beef organs.. here's my results.  #p
582,24100,2.41,2025-10-28,@curvefitacademy,CurveFitAcademy,97700,YES,https://www.tiktok.com/@curvefitacademy/video/7566083358975921421,Hormonal birth control causes nutrient deficiencies but they're very easily solved This is
580,3083,18.81,2026-06-08,@livinglifewithmichelle,Real Life with Michelle,1744,YES,https://www.tiktok.com/@livinglifewithmichelle/video/7649159417333583118,Midlife brought low energy but Primal Queen Beef Organs helped me start to keep up with li
558,69800,0.8,2024-03-22,@hisom0813,😍Heather Isom🤩,1210,no,https://www.tiktok.com/@hisom0813/video/7349238990022642986,#stitch with @Heather Isom update on Primal Queen supplements! #primalqueen #supplements #
544,336300,0.16,2025-04-10,@stephaniexshops,stephanieXshops,22900,YES,https://www.tiktok.com/@stephaniexshops/video/7491780762581323054,I wish I found these sooner!!! #womenssupplements #primalqueensupplements #primalqueen #be
543,6248,8.69,2025-12-18,@renniem45,Larenda 45,8444,no,https://www.tiktok.com/@renniem45/video/7585302227590401335,#Energy # mood #Vitality# primal Queen # Affliate Creator
525,37000,1.42,2025-12-03,@queenenergyclubs,Queenenergyclub,239,no,https://www.tiktok.com/@queenenergyclubs/video/7579602075802160391,"Low ferritin can leave you tired, foggy, and struggling with your cycle. Primal Queen give"
521,255400,0.2,2025-09-27,@shopwithkellie,Kellie chaos 2739,10000,YES,https://www.tiktok.com/@shopwithkellie/video/7554884500824673567,#primalqueen 30+ Women 40+women  Trending Products Must haves Flash Sale Discount #tiktoks
516,257600,0.2,2025-08-05,@calikellydeals,Cali Kelly,9986,YES,https://www.tiktok.com/@calikellydeals/video/7535251905816071454,Grab your refill pack while it’s on sale! Limited time only #primalqueen #primalqueenrefil
506,14600,3.47,2025-02-26,@dickeyfit,Dickeyfit,66200,YES,https://www.tiktok.com/@dickeyfit/video/7475751898663046446,@Primal Queen PLS SAVE ME👸🏽😭🩷 #fyp #primalqueens #primalqueensupplements #beeforgans #supp
499,41500,1.2,2024-10-15,@purelywellbeing,purelywellbeing,13900,no,https://www.tiktok.com/@purelywellbeing/video/7425803737014308138,The girls are all taking beef organs now 🥹  #greenscreen #irondeficiency #anemia #anemic #
498,23100,2.16,2026-02-18,@the_health_plug,Cory Webster,47100,no,https://www.tiktok.com/@the_health_plug/video/7608260762292751629,Seven weeks pregnancy Update. The number one thing I did different the cycle we conceived.
495,78000,0.63,2025-06-03,@mrsbieber_rn,Mrs Bieber | RN ⚡️,5370,YES,https://www.tiktok.com/@mrsbieber_rn/video/7511555065828887854,How do I tell if a supplement is fake? Are you buying a fake version of the supplement you
493,12900,3.82,2025-11-27,@themillieelise,millieelise,98900,no,https://www.tiktok.com/@themillieelise/video/7577238961739861303,Click the link in my bio to shop !  https://www.primalqueen.com/MILLIE
476,2864,16.62,2026-06-14,@livinglifewithmichelle,Real Life with Michelle,1744,YES,https://www.tiktok.com/@livinglifewithmichelle/video/7651215814892342542,No one warned me menopause would be like this!  Primal Queen got me! I had more energy in 
458,318900,0.14,2025-03-22,@the.healthnut,Eunice SAHMX2,6925,YES,https://www.tiktok.com/@the.healthnut/video/7484648607002578222,Grab this Primal Queen deal before it’s gone! Tik Tok deal Tik Tok flash sale #primalqueen
452,3103,14.57,2026-06-16,@livinglifewithmichelle,Real Life with Michelle,1744,YES,https://www.tiktok.com/@livinglifewithmichelle/video/7652108492966300941,Menopause isn't winning thanks to Primal Queen!  I had more energy in just 7 days! Try tod
443,128400,0.35,2024-12-30,@melrein82,Maggie Sue & Golden Doodle,15900,YES,https://www.tiktok.com/@melrein82/video/7454034841319787818,Replying to @JessAnn0713 save this post for when you need a refill. #beefliver #ironsupple
423,52300,0.81,2025-12-20,@earthto.kam,✨kameron,102600,YES,https://www.tiktok.com/@earthto.kam/video/7585814471373851934,have yall tried this? whats your experience been? 🤨 #selfcare #honestreview #primalqueen #
422,13400,3.15,2025-02-21,@abs_knaps,Abs_Knaps,990,no,https://www.tiktok.com/@abs_knaps/video/7473928539444710698,Replying to @Brendahastiktok #primalqueen #honestreview #wellnessjourney #eczemaflareup #u
401,50800,0.79,2026-05-31,@nurselexa,Lexa,72700,shop-other,https://www.tiktok.com/@nurselexa/video/7646053657141677325,Creatine is hands down one of the best supplements women should consider taking. @Primal Q
400,7526,5.31,2026-02-26,@ttc_pcosgirlie_am,TTC_PCOSgirlie_AM,925,YES,https://www.tiktok.com/@ttc_pcosgirlie_am/video/7610946340922723598,Look what I picked up on my doorstep this morning!!  My @Primal Queen capsules came!! I go
399,180000,0.22,2025-11-03,@strongmama10,strongmama10 📲,5687,shop-other,https://www.tiktok.com/@strongmama10/video/7568610055902334238,#Inverted Primal queen TikTok shop exclusive bundle with goddess creatine bites #tiktoksho
396,195500,0.2,2025-04-15,@strongmama10,strongmama10 📲,5687,YES,https://www.tiktok.com/@strongmama10/video/7493539528834125087,Hurry!! Primal queen is on a huge discount! #primalqueen #beeforgans #organmeat #carnivore
394,67400,0.58,2024-12-06,@wildandalmostfree,Wild & Almost Free Inc.,54900,YES,https://www.tiktok.com/@wildandalmostfree/video/7445104167955270954,Primal Queen Beef Organ women’s supplement 🎉💗 #beeforgans #beeforgansupplements #supplemen
377,2731,13.8,2026-06-09,@livinglifewithmichelle,Real Life with Michelle,1744,shop-other,https://www.tiktok.com/@livinglifewithmichelle/video/7649300596280937741,Menopause Brain Fog is a B$T@H!  Creatine helps support lifting the fog.  Primal Queen God
375,18200,2.06,2026-03-09,@the_health_plug,Cory Webster,47100,no,https://www.tiktok.com/@the_health_plug/video/7615339217517858062,TTC Giveaway  this is the supplement I started taking a month before we conceived baby num
370,62600,0.59,2025-09-27,@mamamoorecreates,mamamoorecreates,6370,YES,https://www.tiktok.com/@mamamoorecreates/video/7554599397489659167,Primal Queen Beef Organ Supplements are changing the game for women. With improvements to 
362,50800,0.71,2025-12-22,@morgan_ttsfinds,FindsbymorganRN🌀,6830,YES,https://www.tiktok.com/@morgan_ttsfinds/video/7586172104173817101,I wish I knew about this sooner @Primal Queen #primalqueen #supplementsthatwork #womenshea
362,67000,0.54,2025-06-12,@imthelittlebirdy,A True Aquarius 📖,167900,YES,https://www.tiktok.com/@imthelittlebirdy/video/7515181802823240990,Have you tried Primal Queen yet???? Let me know!! #primalqueen
361,1632,22.12,2026-01-04,@grammycoop,Grammycoop Gen❌1968 and G7!!,9494,YES,https://www.tiktok.com/@grammycoop/video/7591638408578075934,#Primalqueen #Changemylife
360,2842,12.67,2025-12-16,@lifewithmarleew,Marlee W,249000,no,https://www.tiktok.com/@lifewithmarleew/video/7584530052268690719,The benefits of taking beef organs are amazing! I can’t wait to see how my body changes wi
351,239600,0.15,2025-08-21,@calikellydeals,Cali Kelly,9986,YES,https://www.tiktok.com/@calikellydeals/video/7540829162395749663,Primal Queen refill packs are on sale for a limited time only! #primalqueen #primalqueenre
351,9412,3.73,2025-03-15,@abs_knaps,Abs_Knaps,990,no,https://www.tiktok.com/@abs_knaps/video/7481833537004653870,Replying to @Ashley Lynn Nicole Johnson #primalqueen #honestreview #wellnessjourney #updat
351,10800,3.25,2024-10-22,@purelywellbeing,purelywellbeing,13900,no,https://www.tiktok.com/@purelywellbeing/video/7428616908892540202,Replying to @Meghannew10 hope this helps 🫶🏼 #beeforgans #primalqueen #beefliver #anemic #a
342,16500,2.07,2024-10-12,@purelywellbeing,purelywellbeing,13900,no,https://www.tiktok.com/@purelywellbeing/video/7424699013728914734,Replying to @JCBalloonHTX ill try to make a short post every day or every couple of days f
340,31400,1.08,2024-04-01,@pq.founder.shelby,PQ Shelby,1094,no,https://www.tiktok.com/@pq.founder.shelby/video/7353020016352234798,What you can expect after taking Primal Queen for 3 months 😌😉 #primalqueen #health #selfca
339,73100,0.46,2026-05-19,@mrsmiller110417,Julia the hot mess mama,3858,shop-other,https://www.tiktok.com/@mrsmiller110417/video/7641395548200783118,"Don’t want to pay for the starter kit? No worries, primal Queen has you covered! #primalqu"
338,122800,0.28,2025-03-24,@highvibeintuition,✨Andrea✨,47900,YES,https://www.tiktok.com/@highvibeintuition/video/7485430739341823274,Save even MORE when you stock up on your Primal Queen today! 😍🔥 (**Sales and coupons vary 
338,44100,0.77,2026-06-13,@prettypickedd,Adrienne ✨🛒,288800,shop-other,https://www.tiktok.com/@prettypickedd/video/7651012541795044621,I’ve been able to grow my glutes because of this #tiktokshopcreatorpicks #dealforyoudays #
335,110200,0.3,2025-10-04,@highvibeintuition,✨Andrea✨,47900,YES,https://www.tiktok.com/@highvibeintuition/video/7557362337540214046,I can’t even believe they did this!! 😳 #primalqueen #primalqueensupplements #beeforgansupp
322,45800,0.7,2024-12-15,@warriorsofpcos,Ally | PCOS Warriors,0,YES,https://www.tiktok.com/@warriorsofpcos/video/7448476057549704478,"This is your sign to become a #primalqueen Formulated by women for women, these supplement"
318,11300,2.81,2025-12-16,@_scarred_barbie_,Barbie Marin,84400,shop-other,https://www.tiktok.com/@_scarred_barbie_/video/7584581869950307615,Replying to @Meli #fyp #primalqueen #supplements #healthcare #menopause
309,23900,1.29,2026-05-17,@drew.review1,Drew Review,162900,YES,https://www.tiktok.com/@drew.review1/video/7640993298856856845,"Aching joints? Can’t bend down anymore? Swollen, inflamed, and in pain? #primalqueennewarr"
308,15000,2.05,2025-07-30,@mama_raych,💕That Girl Mama Raychell💕,43100,YES,https://www.tiktok.com/@mama_raych/video/7532992868751772942,@PrimalQueen @Primalqueenusa Primal Queen beef organ supplements have helped me stop drink
307,14500,2.12,2026-02-17,@earthto.kam,✨kameron,102600,YES,https://www.tiktok.com/@earthto.kam/video/7607810289752444190,a year ago today i was violently spewing 😃 #honestreview #primalqueen
306,5408,5.66,2026-06-08,@mamagoesdigital254,Alicia H,718,no,https://www.tiktok.com/@mamagoesdigital254/video/7649035286864776478,@primalqueenliveUse my link for 25% off your first order. https://www.primalqueen.com/ALIC
298,16000,1.86,2026-05-29,@rphreviews,rphreviews,401800,YES,https://www.tiktok.com/@rphreviews/video/7645410266473172254,If you’re a millennial or Gen X and you have stiff joints. It’s because we’re getting olde
293,7077,4.14,2024-10-26,@purelywellbeing,purelywellbeing,13900,no,https://www.tiktok.com/@purelywellbeing/video/7430147621232086315,I love them so much now #greenscreen #greenscreenvideo #beeforgans #primalqueen #beefliver
291,3797,7.66,2026-08-10,@sissysscriblesnbibbles,Sissys Scribbles N Bibbles,70400,YES,https://www.tiktok.com/@sissysscriblesnbibbles/video/7672305810734697741,"FaceTime with me, let journal and do a common place entry on @Primal Queen #primalqueen"
287,13500,2.13,2025-06-07,@affleckpartyof5,amandaaa | SAHM 💕,12400,YES,https://www.tiktok.com/@affleckpartyof5/video/7513279189869677870,1 week in 🙌🏻 hoping to see some changes within the first month ❤️ #primalqueen #primalquee
273,28900,0.94,2025-06-01,@bravelybrittany,ASDMOM🦋Bravely🦋Brittany,5973,YES,https://www.tiktok.com/@bravelybrittany/video/7511124966616878382,My full honest review of Primal Queen! #primalqueenjourney #primalqueen #healthy #journey 
267,235000,0.11,2025-10-04,@calikellydeals,Cali Kelly,9986,YES,https://www.tiktok.com/@calikellydeals/video/7557511513192320287,But seriously. The primal Queen beef organ supplement sale is a good one. 24 hrs only! #ti
261,5024,5.2,2026-01-11,@homewiththeboys3,Erin the PW & Boy Mom of 3,5746,no,https://www.tiktok.com/@homewiththeboys3/video/7593939989642235191,🚨PRIMAL QUEEN LAUNCH!🚨 I am so excited about this. Primal Queen just launched their very o
261,17500,1.49,2025-06-09,@lady_for_liberty,Brandi🌻,5165,YES,https://www.tiktok.com/@lady_for_liberty/video/7514082176896453934,From surviving to thriving 💪👑 200+ ➡️ 154 and feeling unstoppable! Proof that consistency 
260,71700,0.36,2025-08-06,@runonmagicmom,"Run On Magic, Mom",79000,YES,https://www.tiktok.com/@runonmagicmom/video/7535568681196129567,"Primal queen is on sale and when you use my link, they will send you the three free gifts "
259,10000,2.59,2026-07-06,@rphreviews,rphreviews,401800,YES,https://www.tiktok.com/@rphreviews/video/7659387148700831007,Good joint health starts with glucosamine and the most natural form is in @PrimalQueen bon
258,31700,0.81,2026-01-09,@rasmag18,Alexa Kleikamp TT Hype Woman,180300,YES,https://www.tiktok.com/@rasmag18/video/7593405823083105566,The best move I’ve made as a woman. So thankful for @Primal Queen #supplementsforwomen #na
258,15700,1.64,2024-11-12,@toni_mc2,Antoinette McCommons,93,no,https://www.tiktok.com/@toni_mc2/video/7436514729524284715,"@Primal Queen Recently I’ve been taking these Primal Queen beef organ supplements, and so "
256,56800,0.45,2025-06-27,@hestergrey,HesterGrey,1789,YES,https://www.tiktok.com/@hestergrey/video/7520624814512442679,Replying to @hestergrey #primalqueen #beeforgans #dealsforyoudays #tiktokshopcreatorpicks 
255,2339,10.9,2026-05-30,@brandileighofficial,Brandi Leigh,23200,shop-other,https://www.tiktok.com/@brandileighofficial/video/7645714712105061663,RUN BC IVE NEVER SEEN PRIMAL QUEEN THIS DISCOUNTED!!!  #primalqueen
253,31100,0.81,2026-05-09,@drew.review,Drew Reviews,189500,YES,https://www.tiktok.com/@drew.review/video/7637980335241825550,Replying to @Chelle-Nicole | TTS primal queen is so incredible I’m so glad you agree!! ❤️ 
252,9154,2.75,2025-08-14,@kymieann,Kymie Ann,835000,YES,https://www.tiktok.com/@kymieann/video/7538231305314651406,"Do you want your hormones, balanced or your energy to be better? I have the perfect supple"
